Administrative,Informational,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
18,0,184,7707,1,138,7,0,5,2,2,9,6,1,0,0
0,0,5,626,0,400,0,0,5,1,1,1,4,1,0,0
3,0,5,47,0,286,0,0,5,2,2,4,1,1,0,0
0,0,17,857,3,765,0,0,5,4,2,4,2,1,0,0
0,0,3,44,7,1000,0,0,5,3,2,1,15,1,0,0
1,0,66,1860,1,98,0,4,5,2,2,2,2,1,0,0
12,3,36,626,2,325,0,0,5,3,2,1,1,1,0,0
0,0,73,1210,1,77,0,0,5,2,4,3,1,1,1,0
0,0,19,802,2,351,0,10,5,1,1,1,2,1,1,0
0,0,27,1116,2,347,0,0,5,2,2,1,13,1,0,0
1,3,15,281,2,211,0,0,5,3,2,6,4,1,1,0
0,0,1,0,20,2000,0,0,5,2,2,6,3,1,0,0
0,0,9,261,0,56,16,0,5,3,2,6,11,1,0,1
2,0,12,1562,3,430,33,8,5,2,2,1,1,1,0,0
1,1,93,3149,3,395,3,4,5,3,2,8,13,1,0,0
0,0,21,465,0,125,0,0,5,2,2,3,2,1,0,0
0,0,14,310,3,643,0,2,5,2,4,1,3,1,0,0
0,0,12,1287,0,167,0,4,5,4,2,2,13,1,0,0
0,0,15,153,0,400,0,6,5,2,10,1,3,1,0,0
0,0,41,882,1,212,0,6,5,2,5,1,3,1,0,0
0,0,2,247,0,1000,0,0,5,1,1,1,1,1,0,0
2,0,26,602,0,75,0,8,5,2,4,1,2,2,0,0
8,2,116,3365,2,249,0,4,5,3,2,3,4,1,0,0
0,0,13,491,0,37,12,10,5,1,8,1,11,2,1,1
0,0,5,87,4,600,0,6,5,2,2,3,6,1,0,0
0,0,6,955,0,667,0,4,5,2,2,3,4,1,0,0
3,0,2,22,0,200,0,8,5,2,2,1,4,1,0,0
7,0,43,3284,1,194,25,2,5,1,2,1,4,1,0,0
2,0,29,1413,1,465,0,0,5,2,2,6,13,1,0,0
0,0,9,113,3,556,0,4,5,2,2,1,3,1,0,0
4,1,59,1829,1,234,27,0,5,2,2,7,6,1,0,0
3,0,24,1382,4,188,0,0,5,3,2,4,3,1,0,0
0,0,9,890,5,667,0,4,5,2,2,6,19,1,0,0
0,0,39,1184,2,334,0,0,5,2,2,7,1,1,0,0
2,1,14,537,0,36,0,0,5,2,2,3,2,1,0,0
2,0,45,548,4,545,13,8,5,2,10,3,2,1,0,0
0,0,88,1918,1,163,0,2,5,2,2,3,1,1,0,0
1,1,23,1147,2,231,73,0,5,2,4,1,4,1,1,1
1,0,36,2363,0,162,0,6,5,2,5,1,4,1,0,0
0,0,10,393,2,600,0,0,5,2,2,7,3,1,0,0
3,0,26,731,2,142,0,0,5,1,1,1,11,1,0,0
0,0,6,1563,0,112,0,0,5,2,2,1,4,1,0,0
0,1,9,717,2,300,0,0,5,3,2,5,13,1,0,0
3,1,36,2929,1,211,0,0,5,2,10,2,5,1,1,0
6,0,21,885,0,163,18,0,5,1,2,5,2,1,0,0
12,0,28,607,3,362,0,0,5,3,2,2,1,1,1,0
4,0,9,262,0,206,0,0,5,3,2,3,11,2,0,0
0,0,16,432,6,921,0,2,5,3,2,1,13,1,0,0
0,0,14,185,0,358,0,4,5,2,2,1,2,1,0,0
8,0,41,1136,0,259,12,10,5,2,2,1,2,1,1,0
0,0,1,0,20,2000,0,0,5,1,1,1,20,1,0,0
0,0,1,0,20,2000,0,0,5,2,4,4,3,1,0,0
0,0,2,69,0,500,0,0,5,3,2,3,3,1,0,0
0,0,24,272,6,907,0,8,5,3,2,3,4,1,0,0
2,1,44,816,0,236,0,0,5,2,2,1,3,1,0,0
3,2,24,678,0,149,20,0,5,2,5,3,2,1,0,1
0,0,3,38,7,667,0,8,5,2,2,4,4,1,0,0
9,0,29,2352,1,158,0,0,5,2,4,1,1,1,0,0
0,0,44,2589,2,413,0,8,5,3,2,1,4,1,0,0
0,0,15,464,4,465,0,0,5,2,5,1,1,1,0,0
1,0,19,1384,1,192,0,0,5,1,1,1,3,1,0,0
0,0,6,107,0,334,0,0,5,1,1,1,3,1,0,0
0,0,1,0,20,2000,0,0,5,2,10,5,1,1,0,0
1,0,7,950,2,209,0,0,5,3,2,2,3,1,0,0
0,0,11,0,20,2000,0,8,5,3,2,1,3,1,0,0
0,0,34,878,3,424,6,0,5,2,2,1,2,1,0,0
8,0,129,5884,1,88,0,0,5,1,1,6,2,1,0,0
0,0,61,4502,2,367,0,2,5,4,5,3,2,1,0,0
0,0,68,3358,2,283,0,10,5,3,2,6,2,1,1,0
2,0,36,944,4,482,0,2,5,3,2,1,13,1,0,0
6,0,51,1057,2,365,0,8,5,2,2,3,11,1,0,0
5,0,21,407,0,100,0,0,5,2,4,1,3,1,0,0
0,0,6,49,2,750,0,0,5,2,2,3,6,1,0,0
0,0,1,0,20,2000,0,0,5,1,1,6,4,1,1,0
0,0,4,99,0,500,0,4,5,1,1,7,2,1,0,0
0,0,7,149,0,572,0,4,5,1,1,1,20,1,0,0
0,0,3,96,0,667,0,0,5,1,8,6,11,1,1,0
0,0,71,1800,2,472,0,6,5,2,4,8,6,1,0,0
5,0,25,1190,0,62,37,6,5,2,10,1,4,1,0,1
1,0,0,0,0,667,0,0,5,3,2,1,4,1,0,0
0,0,22,816,0,100,0,0,5,2,4,1,1,1,0,0
0,0,43,704,0,70,0,0,5,2,4,1,2,1,0,0
5,0,31,1066,0,143,0,0,5,2,2,1,6,1,0,0
4,0,52,1631,2,260,0,10,5,6,5,3,2,1,1,0
0,0,12,87,8,872,0,8,5,3,2,6,13,1,0,0
5,1,57,2661,1,40,59,0,5,1,1,6,4,1,0,0
1,0,14,924,2,286,0,0,5,1,1,3,4,1,1,0
1,2,5,122,0,84,0,8,5,2,2,3,2,2,0,0
0,0,4,117,15,1750,0,6,5,3,2,3,3,1,0,0
0,0,1,0,20,2000,0,0,5,2,4,3,2,1,0,0
6,1,29,1184,2,256,0,2,5,3,2,1,2,1,0,0
0,0,4,129,0,125,0,0,5,1,1,4,3,1,0,0
0,0,1,0,20,2000,0,0,5,2,2,5,13,1,0,0
0,0,1,0,20,2000,0,0,5,3,2,3,13,1,0,0
5,0,35,1713,0,3,0,4,5,2,2,3,3,2,0,0
4,2,46,1042,1,135,3,0,5,2,2,6,4,1,1,0
1,0,32,815,0,241,3,6,5,2,2,1,4,1,0,1
2,0,15,270,0,134,23,0,5,3,2,4,2,2,0,1
0,0,19,726,0,53,0,0,5,1,2,1,4,1,0,0
3,0,85,769,0,59,0,0,5,2,5,4,4,1,0,0
9,0,66,2507,2,414,14,0,5,2,2,6,6,1,0,1
7,1,61,684,0,64,0,0,5,2,2,1,3,2,0,0
0,0,1,0,20,2000,0,10,5,3,2,7,6,1,1,0
2,0,36,1446,1,362,0,10,5,3,3,3,2,1,1,0
6,0,21,1854,0,218,0,0,5,3,2,4,4,1,1,0
6,0,113,2217,1,144,8,2,5,2,2,1,1,1,0,0
4,3,2,73,0,445,0,0,5,3,2,1,6,2,0,0
17,24,705,43172,1,155,1,0,5,2,2,1,14,1,1,0
3,0,134,6898,1,89,0,0,5,2,2,2,1,1,0,0
0,0,57,1719,4,548,0,8,5,1,1,2,3,1,0,0
0,0,2,0,20,2000,0,0,5,3,2,3,4,1,1,0
0,0,4,352,10,1500,0,8,5,2,2,1,13,1,0,0
0,0,2,404,0,1000,0,0,5,2,2,6,13,1,0,0
2,2,4,44,5,625,0,6,5,1,1,8,2,1,0,0
2,1,56,1087,2,224,15,0,5,2,2,3,2,1,0,0
0,0,8,254,0,375,0,4,5,2,2,4,13,1,0,0
9,0,128,1800,1,202,0,8,5,3,2,3,13,1,0,0
2,1,6,118,5,607,0,4,5,1,1,3,1,1,0,0
0,0,2,0,20,2000,0,2,5,1,1,1,3,1,0,0
0,0,4,26,5,1000,0,4,5,2,2,1,13,1,0,0
0,0,2,19,0,500,0,4,5,2,2,8,2,1,0,0
1,0,56,2076,0,146,14,0,5,2,5,2,3,1,0,1
0,0,7,1860,0,572,0,0,5,2,2,1,6,1,0,0
0,0,27,187,0,223,0,0,5,4,2,7,4,1,0,0
0,0,29,831,4,884,0,6,5,3,2,6,13,1,0,0
0,0,4,21,10,1500,0,6,5,2,2,1,3,1,0,0
0,0,12,583,0,67,0,0,5,2,4,4,2,2,1,0
3,0,42,1289,0,74,0,0,5,2,5,1,4,1,0,0
2,0,16,231,0,125,0,0,5,2,2,2,1,1,1,0
7,0,34,1385,1,220,26,0,5,1,1,2,4,1,0,1
0,0,1,0,20,2000,0,4,5,2,2,1,1,1,0,0
0,0,19,810,4,516,0,6,5,2,2,4,3,1,0,0
0,0,9,145,7,1223,0,8,5,3,2,1,13,1,0,0
7,7,15,177,5,520,0,0,5,3,2,3,4,1,0,0
0,0,7,356,0,381,0,10,5,1,1,2,2,1,1,0
0,0,122,1946,2,334,0,10,5,2,6,1,6,1,1,0
0,0,27,590,1,56,0,0,5,3,2,3,4,1,1,0
9,0,72,1244,1,73,0,0,5,2,2,4,2,1,0,0
2,0,26,573,0,77,0,0,5,2,4,3,2,2,1,0
0,2,21,1278,1,370,0,0,5,2,2,7,6,1,1,0
9,0,17,348,3,422,0,0,5,3,2,4,4,1,0,0
3,2,23,1101,0,112,0,4,5,3,2,4,14,1,0,0
4,0,19,473,0,46,0,0,5,3,2,3,1,1,0,0
7,2,22,680,0,62,22,0,5,3,2,3,2,2,0,1
1,1,24,534,0,408,0,0,5,4,1,1,3,1,0,0
5,0,35,539,1,112,39,0,5,2,2,3,6,1,1,1
0,0,14,340,0,154,23,0,5,2,2,3,1,1,1,1
1,0,49,1748,3,481,0,2,5,2,4,1,4,1,0,0
1,3,79,1595,0,157,0,0,5,2,2,3,2,1,1,0
9,0,19,1227,0,174,0,0,5,3,2,1,4,1,0,0
3,2,62,2451,1,128,0,0,5,2,2,4,4,1,1,0
1,0,22,684,2,513,0,6,5,3,3,5,3,1,0,0
2,0,8,393,0,400,0,0,5,1,1,3,1,1,0,0
0,0,1,0,20,2000,0,0,5,2,2,1,13,1,0,0
0,0,2,0,20,2000,0,0,5,2,2,2,3,1,0,0
1,0,10,333,0,200,0,0,5,2,2,3,6,1,0,0
0,0,4,68,0,500,0,0,5,2,2,1,6,1,0,0
0,0,20,380,1,295,0,10,5,3,2,1,2,1,1,0
6,3,26,2260,1,157,14,0,5,1,1,1,3,1,0,0
0,0,9,194,1,477,0,10,5,1,8,7,4,1,1,0
2,0,36,863,1,127,11,0,5,2,4,6,2,1,0,1
0,0,47,1581,0,43,4,8,5,2,5,3,2,1,0,1
5,4,39,1604,1,116,0,0,5,1,1,1,3,1,0,0
8,1,19,1324,1,219,21,0,5,6,2,4,2,1,1,1
0,0,2,0,20,2000,0,0,5,3,2,9,13,1,0,0
0,0,4,46,0,500,0,0,5,1,1,7,2,1,0,0
0,0,12,581,2,467,11,0,5,1,1,1,3,1,0,0
0,0,3,63,0,667,0,8,5,1,1,9,1,1,0,0
0,2,32,1228,1,158,6,0,5,2,2,1,6,1,0,0
4,0,33,778,1,130,0,0,5,3,2,3,6,1,0,0
3,4,22,924,1,286,30,2,5,2,2,9,2,2,0,1
3,0,17,301,0,125,0,0,5,1,8,1,2,2,0,0
15,8,97,1872,1,104,3,0,5,2,2,4,2,1,0,0
4,0,12,194,1,167,0,0,5,1,2,3,5,1,0,0
1,0,19,1008,0,56,0,0,5,1,1,3,4,2,0,0
0,1,45,1754,0,146,8,0,5,3,2,3,6,1,1,0
0,1,12,276,0,84,0,0,5,4,5,9,2,2,0,0
4,3,34,2142,1,217,0,0,5,2,2,1,4,1,1,0
0,1,35,1743,2,412,0,0,5,2,2,1,4,1,0,0
0,0,11,216,2,364,0,0,5,2,5,1,1,1,0,0
3,0,8,133,0,75,0,0,5,3,2,1,18,1,0,0
2,0,11,427,2,429,39,0,5,2,2,1,2,1,0,0
0,0,7,277,0,429,0,2,5,2,2,3,4,1,0,0
0,0,8,86,8,1000,0,0,5,2,2,1,1,1,0,0
0,0,8,90,15,1584,0,8,5,3,2,1,3,1,0,0
0,0,8,359,0,750,0,4,5,1,1,3,3,1,0,0
0,0,16,1061,0,250,0,6,5,2,4,1,3,1,0,0
0,0,5,274,4,800,0,0,5,3,3,1,3,1,0,0
0,0,37,988,1,112,41,0,5,2,10,3,4,1,0,1
0,0,2,0,20,2000,0,0,5,1,1,1,3,1,0,0
5,0,7,416,0,167,0,0,5,2,2,1,4,2,0,0
0,1,10,327,0,455,0,0,5,1,1,4,1,1,1,0
10,1,65,1477,5,597,2,8,5,2,6,5,1,1,0,0
1,0,18,315,0,59,0,0,5,2,2,7,4,1,1,0
6,1,92,2711,2,265,0,6,5,2,2,4,3,1,0,0
0,0,6,65,0,67,0,8,5,2,2,1,1,1,0,0
2,0,6,486,0,286,0,6,5,1,2,3,2,1,0,0
2,2,15,1519,0,318,32,0,5,2,2,8,2,1,0,1
1,2,22,368,0,111,0,0,5,1,1,4,6,1,1,0
3,0,30,514,0,100,63,0,5,2,2,4,13,1,0,0
0,0,42,1350,0,41,0,0,5,1,1,6,4,1,1,0
2,0,45,849,1,225,0,0,5,4,1,1,1,1,1,0
0,0,25,376,0,40,0,4,5,2,2,1,4,1,0,0
2,0,44,725,0,114,19,0,5,2,2,3,2,1,0,1
5,0,29,958,0,18,0,0,5,2,4,1,3,2,0,0
0,3,18,512,1,286,0,0,5,2,2,6,1,1,0,0
7,4,61,777,2,162,0,0,5,3,2,6,3,1,0,0
1,0,29,606,1,256,0,8,5,3,2,3,6,1,0,0
0,0,88,2766,0,148,0,2,5,2,4,3,2,1,0,0
0,0,1,0,20,2000,0,6,5,2,2,1,1,1,0,0
0,0,26,2352,1,347,0,0,5,2,6,8,3,1,0,0
0,0,3,1,14,1334,0,0,5,2,2,1,6,1,0,0
0,0,7,117,3,572,0,0,5,1,1,3,3,1,1,0
1,0,4,1145,5,1000,0,2,5,2,2,3,13,1,0,0
0,0,39,3414,1,283,0,4,5,4,1,9,3,1,0,0
2,1,9,536,0,182,38,0,5,2,2,3,4,2,0,1
1,3,99,3073,1,206,7,0,5,2,2,1,1,1,1,0
1,0,21,2180,0,22,0,0,5,2,2,1,2,1,1,0
9,4,22,383,0,96,0,0,5,2,2,5,2,1,1,0
0,0,2,0,20,2000,0,8,5,3,2,1,13,1,0,0
0,0,5,112,0,200,0,0,5,2,2,4,1,1,1,0
1,1,19,1084,2,249,19,0,5,3,2,1,2,1,0,0
4,1,18,721,0,36,0,0,5,2,2,1,2,2,0,0
0,0,20,680,2,584,0,6,5,2,6,2,3,1,0,0
0,0,13,740,1,285,0,0,5,3,3,1,3,1,0,0
0,0,1,0,20,2000,0,2,5,2,5,1,3,1,0,0
0,0,1,0,20,2000,0,0,5,1,1,1,15,1,1,0
6,1,11,315,0,34,0,0,5,2,2,1,2,2,1,0
0,0,2,32,0,1000,0,2,5,1,1,1,3,1,0,0
1,0,26,1067,3,421,0,0,5,3,2,8,11,1,0,0
7,0,119,4750,2,319,1,8,5,3,2,6,6,1,0,0
0,0,1,0,20,2000,0,0,5,3,2,3,13,1,0,0
3,0,23,1047,0,44,17,0,5,2,2,7,1,1,1,1
0,0,18,1748,5,648,0,0,5,1,1,1,3,1,0,0
0,0,3,0,20,2000,0,2,5,2,2,3,1,1,0,0
1,0,10,1331,0,223,49,0,5,2,2,1,4,1,1,1
6,0,26,550,2,328,0,0,5,3,2,1,11,1,1,0
0,0,2,7,5,1500,0,2,5,2,2,7,4,1,0,0
0,0,13,734,0,375,0,0,5,1,1,1,3,1,0,0
0,0,22,663,2,427,0,4,5,2,2,4,2,1,0,0
0,0,23,383,4,476,0,0,5,1,1,1,4,1,1,0
0,0,1,0,20,2000,0,0,5,1,1,3,15,1,0,0
3,0,21,328,2,283,69,0,5,2,2,1,3,1,0,1
0,0,52,2530,2,427,0,4,5,1,8,8,3,1,0,0
5,0,42,793,0,17,113,0,5,2,2,1,4,2,1,1
0,0,4,7,10,1500,0,0,5,2,5,8,1,1,0,0
0,0,1,0,20,2000,0,4,5,1,1,3,3,1,0,0
0,0,8,111,10,1250,0,8,5,2,2,4,13,1,0,0
0,1,19,798,0,141,0,0,5,3,3,6,4,1,1,0
0,0,17,466,0,51,0,0,5,3,2,1,2,1,0,0
2,1,21,1449,0,228,54,0,5,1,1,6,3,1,0,1
0,0,12,234,2,539,0,0,5,2,2,4,14,1,1,0
3,0,18,377,3,404,0,4,5,4,2,3,11,1,0,0
0,0,2,121,0,500,0,0,5,3,2,1,3,1,0,0
10,1,70,2861,1,254,8,0,5,4,1,4,3,1,1,0
1,0,15,431,0,191,0,0,5,2,4,7,2,1,0,0
1,0,11,1066,2,400,0,0,5,2,2,1,2,1,1,0
0,0,4,107,0,500,0,8,5,2,5,3,2,1,0,0
0,0,9,463,8,875,0,0,5,1,1,3,3,1,0,0
0,0,6,132,0,334,0,0,5,4,1,3,5,2,0,0
0,0,19,173,5,520,0,10,5,3,2,1,3,1,1,0
0,0,23,196,5,864,0,4,5,4,1,1,3,1,0,0
0,0,4,992,0,500,0,2,5,2,2,4,13,1,0,0
0,0,7,63,3,572,0,6,5,2,2,4,13,2,0,0
0,0,17,527,0,559,0,0,5,2,2,2,4,1,1,0
0,0,2,73,0,500,0,0,5,1,1,1,3,1,0,0
0,0,12,417,10,1250,0,6,5,2,5,1,3,1,0,0
1,0,48,1130,1,110,0,0,5,1,1,2,1,1,0,0
0,0,11,272,0,167,0,8,5,2,2,4,4,1,0,0
0,0,26,2676,4,456,0,6,5,2,6,2,6,1,0,0
0,0,1,68,0,1000,0,0,5,2,2,3,2,1,0,0
1,0,61,3546,1,576,0,6,5,2,2,4,2,1,0,0
0,0,17,315,1,207,0,2,5,2,2,3,4,1,0,0
5,1,59,1703,1,99,7,0,5,2,2,6,1,1,0,1
5,0,57,2875,1,168,0,0,5,2,2,1,4,1,0,0
0,0,6,102,0,334,0,0,5,2,2,1,3,1,0,0
4,0,27,460,1,340,0,0,5,1,1,1,3,1,1,0
1,0,22,711,0,22,0,0,5,2,4,3,4,1,0,0
0,0,1,0,20,2000,0,0,5,2,2,9,4,1,0,0
1,1,38,822,3,495,0,8,5,3,2,3,4,1,0,0
0,0,3,34,0,667,0,0,5,2,2,3,1,1,0,0
0,0,2,96,0,1000,0,0,5,2,7,4,3,1,0,0
0,0,28,666,0,72,0,4,5,2,2,3,2,1,0,0
0,0,3,69,0,667,0,10,5,3,2,1,20,1,1,0
0,0,26,746,0,209,0,0,5,2,2,4,2,1,0,0
0,0,14,129,8,1143,0,10,5,3,2,1,13,1,1,0
0,0,3,45,0,667,0,0,5,2,5,1,3,1,0,0
0,0,9,111,0,500,0,6,5,2,4,6,3,1,0,0
9,1,74,3616,1,170,1,8,5,2,2,3,1,1,0,0
1,1,43,2950,2,272,0,8,5,3,2,1,13,1,0,0
1,0,27,840,3,367,0,4,5,3,2,3,13,1,0,0
0,0,5,70,4,1200,0,0,5,1,1,1,3,1,0,0
0,0,16,1433,0,313,22,0,5,1,1,4,4,1,1,0
2,2,35,1476,1,249,27,0,5,2,4,2,4,1,1,1
1,1,58,1342,1,99,0,0,5,3,2,4,4,1,0,0
0,0,57,1385,2,345,0,0,5,2,2,3,13,1,0,0
0,0,38,2102,2,281,0,8,5,2,2,3,1,1,0,0
0,0,5,156,6,1000,0,0,5,1,1,1,4,1,1,0
4,0,70,2721,2,316,5,0,5,3,2,1,13,1,1,0
7,0,9,117,0,67,0,4,5,2,2,1,1,1,0,0
1,0,118,4542,2,314,0,4,5,2,2,1,20,1,0,0
3,0,10,355,0,167,0,0,5,2,2,1,2,2,0,0
0,0,34,1015,2,486,0,4,5,2,2,2,13,1,0,0
0,0,24,183,0,375,0,0,5,2,2,9,2,1,1,0
0,0,6,123,2,778,0,2,5,2,6,6,4,1,0,0
0,0,3,278,0,667,0,0,5,1,1,1,15,1,0,0
0,0,5,197,0,600,0,0,5,2,2,7,3,1,1,0
2,0,30,1907,2,250,0,0,5,2,4,3,2,1,0,0
2,0,20,820,1,439,0,0,5,2,2,1,2,1,1,0
0,0,18,329,0,45,0,2,5,3,2,3,6,1,0,0
0,0,1,0,20,2000,0,0,5,1,1,3,3,1,0,0
0,0,6,35,4,500,0,6,5,2,2,2,3,1,0,0
0,0,12,70,15,1667,0,4,5,1,1,3,3,1,0,0
0,0,21,437,1,284,0,4,5,2,2,4,2,1,0,0
0,1,20,403,3,522,0,6,5,2,2,3,13,1,0,0
4,0,36,1935,5,439,0,10,5,3,2,7,2,1,1,0
0,0,36,577,0,195,0,0,5,4,1,1,2,1,0,0
1,1,81,1422,0,9,0,6,5,2,4,3,4,1,0,0
0,0,25,935,3,540,0,6,5,2,2,6,13,1,0,0
4,0,3,278,0,112,0,0,5,3,3,3,2,2,0,0
2,0,12,752,0,143,32,0,5,2,2,1,2,1,0,1
0,0,16,196,2,688,0,0,5,2,4,3,4,1,0,0
2,0,20,919,1,107,0,0,5,1,1,2,2,1,0,0
7,0,105,4798,1,138,8,0,5,2,2,3,1,1,0,0
8,1,45,902,1,263,8,0,5,2,2,1,6,1,0,0
0,1,36,1094,0,15,0,0,5,1,1,6,4,1,0,0
6,2,49,2383,3,483,6,0,5,4,2,1,4,1,1,0
0,0,1,0,20,2000,0,2,5,3,2,6,3,1,0,0
0,0,38,1418,2,488,0,10,5,2,6,3,6,1,1,0
4,1,56,1949,1,211,15,0,5,1,2,3,2,1,0,1
0,0,25,589,0,148,0,0,5,3,2,4,2,1,0,0
0,0,37,357,1,122,0,4,5,2,2,1,2,1,0,0
0,0,1,0,20,2000,0,0,5,6,7,3,15,1,0,0
0,0,5,0,20,2000,0,0,5,3,2,6,13,1,0,0
0,0,3,13,7,1334,0,0,5,3,2,3,3,1,0,0
0,0,50,1157,1,355,0,6,5,2,2,4,1,1,0,0
7,3,55,1996,1,254,2,0,5,2,2,6,13,1,0,0
0,0,8,429,0,500,0,0,5,2,2,1,2,1,0,0
0,0,51,1425,1,208,0,6,5,2,2,4,1,1,0,0
0,0,27,445,0,160,0,6,5,2,2,4,3,1,0,0
1,0,14,334,0,72,25,0,5,3,2,2,6,2,0,1
0,0,5,22,8,1200,0,0,5,3,2,3,13,1,0,0
0,0,31,559,0,267,0,8,5,2,2,8,3,1,0,0
0,0,7,95,0,286,0,0,5,2,5,2,3,1,0,0
1,0,19,761,0,118,34,0,5,1,2,1,3,2,0,1
0,0,3,189,0,667,0,0,5,2,2,3,4,1,0,0
0,0,25,981,3,480,15,0,5,2,4,3,1,1,0,1
0,0,10,123,0,200,0,0,5,2,2,3,3,1,0,0
4,0,25,774,0,276,5,0,5,3,2,2,2,1,0,1
6,0,29,945,0,143,49,0,5,2,2,4,2,1,1,1
0,0,7,155,7,1000,0,0,5,2,2,1,4,1,0,0
4,0,11,418,0,143,0,0,5,2,2,1,2,2,0,0
1,1,57,1093,0,64,19,6,5,2,2,7,4,1,0,1
0,0,19,486,0,118,0,0,5,2,2,1,2,1,0,0
3,0,27,673,2,396,8,0,5,2,2,4,4,1,0,1
0,0,7,152,0,286,0,8,5,2,2,1,4,1,0,0
11,2,39,1023,1,124,52,0,5,3,2,1,2,1,0,1
1,0,11,766,0,67,0,0,5,4,1,4,6,1,0,0
0,0,48,2235,1,254,9,0,5,2,2,7,2,1,1,0
2,3,9,260,0,154,0,0,5,1,1,1,2,1,0,0
0,0,24,324,11,1320,0,6,5,3,2,6,13,1,0,0
0,0,4,48,5,750,0,0,5,2,4,1,1,1,1,0
0,0,1,0,20,2000,0,0,5,2,4,1,6,1,0,0
3,0,48,2208,1,170,0,0,5,1,8,3,11,1,0,0
1,0,18,513,3,465,4,0,5,1,1,3,3,1,0,0
2,0,176,4127,1,114,22,6,5,2,2,7,2,1,0,1
0,0,19,838,3,546,0,10,5,1,1,3,3,1,1,0
0,0,8,72,3,500,0,4,5,2,2,1,4,1,0,0
9,5,68,1987,0,96,17,0,5,2,6,2,3,1,0,0
0,0,72,2348,3,378,0,8,5,3,2,1,13,1,0,0
0,0,4,13,14,1334,0,4,5,2,5,1,3,1,0,0
0,0,17,288,7,871,0,8,5,3,2,4,13,1,0,0
4,0,10,498,0,99,0,0,5,1,1,8,2,1,0,0
0,0,4,1245,0,1000,0,0,5,2,2,3,6,1,0,0
5,7,90,3263,1,110,0,0,5,3,2,5,6,1,0,0
2,2,47,1542,1,233,0,8,5,3,3,8,4,1,0,0
0,0,3,125,5,750,0,8,5,2,2,1,4,1,0,0
4,1,80,1794,2,318,0,6,5,2,2,3,3,1,0,0
1,0,26,885,0,362,18,0,5,2,2,1,2,1,0,1
1,0,36,647,0,59,0,0,5,2,4,6,3,1,0,0
6,2,146,7254,1,204,6,4,5,2,2,3,1,1,0,0
2,0,4,55,0,334,0,2,5,4,2,1,13,1,0,0
0,1,25,345,1,334,0,4,5,2,2,1,1,1,0,0
5,0,4,22,0,200,0,0,5,2,2,1,5,2,0,0
1,0,4,334,8,1160,0,0,5,1,1,3,1,1,1,0
0,0,1,0,20,2000,0,0,5,3,3,1,3,1,0,0
0,0,28,609,2,220,0,0,5,2,2,1,6,1,1,0
0,0,4,4,13,1750,0,8,5,3,2,4,13,1,0,0
4,0,56,1978,0,75,0,4,5,2,2,1,4,1,0,0
9,2,11,1570,2,287,19,0,5,3,2,7,6,1,0,0
4,0,31,807,0,94,10,0,5,2,4,1,4,1,0,1
0,0,36,632,3,480,0,8,5,2,2,3,6,1,0,0
0,1,33,783,0,59,23,0,5,2,4,9,2,2,0,1
2,0,12,347,0,231,10,0,5,1,1,3,3,1,1,1
1,0,32,1563,4,626,8,2,5,2,2,3,2,1,0,0
3,3,36,1200,1,116,9,0,5,6,2,2,4,1,0,0
1,0,18,300,2,229,19,0,5,2,2,5,1,1,1,1
0,0,18,104,4,556,0,0,5,2,2,3,3,1,0,0
3,0,22,2251,0,196,33,0,5,2,4,4,1,1,0,1
2,0,3,82,4,600,0,0,5,1,1,6,3,2,0,0
0,0,6,747,4,667,0,0,5,2,2,3,3,1,0,0
4,0,8,299,0,21,0,0,5,3,2,2,2,1,1,0
9,0,58,1573,1,179,0,0,5,2,2,6,2,1,0,0
3,0,14,242,0,205,0,6,5,3,2,3,2,1,0,0
5,4,84,2840,0,66,6,0,5,2,4,9,2,2,0,0
2,0,17,276,4,600,0,6,5,3,2,8,2,1,0,0
4,0,39,682,2,330,0,0,5,1,1,7,3,1,0,0
0,0,5,96,0,134,0,0,5,2,4,1,3,1,0,0
2,1,35,2073,1,311,8,8,5,2,4,7,2,1,0,0
0,0,13,215,10,978,0,8,5,3,2,3,13,1,0,0
0,0,1,208,0,80,0,0,10,2,2,1,5,1,0,0
3,0,11,202,0,200,0,0,6,2,2,2,1,2,0,0
1,0,3,121,0,0,42,0,10,1,1,3,3,2,0,1
6,0,50,1343,0,44,28,0,6,2,2,6,11,2,0,1
0,0,2,7,0,1000,0,0,6,2,2,7,1,1,0,0
3,0,28,609,1,313,20,0,7,2,2,7,13,1,0,1
7,0,15,316,0,112,0,0,10,2,2,1,2,2,0,0
0,0,20,420,4,683,0,0,8,3,2,3,3,1,1,0
1,2,7,81,0,100,0,0,11,3,2,4,2,2,1,0
3,0,57,1722,0,60,204,0,11,2,2,1,4,1,1,1
2,0,48,2308,3,355,4,0,10,1,1,4,1,1,1,0
0,0,4,42,8,1250,0,0,7,3,2,6,1,1,0,0
4,0,31,653,2,162,0,0,11,1,1,6,1,1,0,0
17,1,180,6513,1,123,0,0,9,2,2,1,3,1,0,0
1,0,36,494,0,167,0,0,10,2,2,5,2,1,0,0
2,0,17,210,3,383,0,0,6,1,1,3,4,1,0,0
0,0,5,69,0,800,0,0,6,2,4,2,4,1,0,0
3,0,7,943,0,300,0,0,8,1,1,4,5,2,0,0
